file	origin	licence	redistributable	category	kind	verdict	pieces	distinct_prefabs	footprint	top_tier	missing_pct	portals	stations	ih_discarded_rows	creator	role	fit
hs_ashlands_thrad_smithy.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	567	59	17.6x21.2x8.2	ashlands	0.0	0	15	40	Sirna	567 pieces, 59 prefabs, 17.6x21.2x8.2 m, 15 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ugm_portalhub.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	4319	56	46.3x46.3x15.9	ashlands	0.0	32	0	121	Builder	4319 pieces, 56 prefabs, 46.3x46.3x15.9 m, 0 stations, 0 beds, 32 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ugm_seabasefor4.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3252	133	26.2x24.0x14.1	ashlands	0.0	0	48	60	Builder	3252 pieces, 133 prefabs, 26.2x24.0x14.1 m, 48 stations, 4 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ugm_starheim_atst_leanedforward.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	161	18	6.1x9.2x14.9	ashlands	0.0	0	0	21	Builder	161 pieces, 18 prefabs, 6.1x9.2x14.9 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ugm_stavechurch.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	2009	62	53.7x25.6x42.4	ashlands	0.0	0	0	94	Builder	2009 pieces, 62 prefabs, 53.7x25.6x42.4 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_ulf_the_builder_pyramid_base_final.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	6188	114	59.4x59.4x34.1	ashlands	0.0	1	53	169	Ulf The Builder	6188 pieces, 114 prefabs, 59.4x59.4x34.1 m, 53 stations, 1 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_wissman_beacon.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1611	108	36.4x30.3x30.8	ashlands	0.0	0	6	86	Wissman	1611 pieces, 108 prefabs, 36.4x30.3x30.8 m, 6 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_wissman_dunvegan_tavern.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2410	159	67.3x60.0x24.5	ashlands	0.0	1	14	193	Wissman	2410 pieces, 159 prefabs, 67.3x60.0x24.5 m, 14 stations, 1 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_wissman_godwayshrine.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	394	16	10.6x11.0x9.5	ashlands	0.0	0	0	25	Wissman	394 pieces, 16 prefabs, 10.6x11.0x9.5 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_wissman_jarvidr_church_full.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	3193	74	43.6x63.8x33.5	ashlands	0.0	0	6	150	Wissman	3193 pieces, 74 prefabs, 43.6x63.8x33.5 m, 6 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_wissman_sondergaard.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2618	61	66.8x52.6x65.0	ashlands	0.0	1	0	178	Wissman	2618 pieces, 61 prefabs, 66.8x52.6x65.0 m, 0 stations, 4 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_wissman_straunvaig.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	3664	156	67.8x53.2x29.2	ashlands	0.0	1	25	178	Wissman	3664 pieces, 156 prefabs, 67.8x53.2x29.2 m, 25 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_ashlands_wissman_yngolkeep.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	4388	160	50.4x48.0x45.0	ashlands	0.0	0	25	130	Wissman	4388 pieces, 160 prefabs, 50.4x48.0x45.0 m, 25 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_abzulute_caba_a_demons.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	1609	53	53.4x62.4x12.8	meadows	0.0	4	29	166	Abzulute	1609 pieces, 53 prefabs, 53.4x62.4x12.8 m, 29 stations, 6 beds, 4 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_amund_lilhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1063	52	27.5x31.6x15.1	blackforest	0.0	1	7	68	Amund	1063 pieces, 52 prefabs, 27.5x31.6x15.1 m, 7 stations, 1 beds, 1 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_aodi_quickrest_1_0a.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	69	21	4.2x4.5x3.0	meadows	0.0	0	3	16	Aodi	69 pieces, 21 prefabs, 4.2x4.5x3.0 m, 3 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_aodi_quickrest_sleep_module.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	118	25	4.3x6.2x4.2	meadows	0.0	0	1	18	Aodi	118 pieces, 25 prefabs, 4.3x6.2x4.2 m, 1 stations, 1 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_balgruff_prefab_small_fort.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2179	53	49.0x84.8x8.8	swamp	0.0	1	32	212	Balgruff	2179 pieces, 53 prefabs, 49.0x84.8x8.8 m, 32 stations, 2 beds, 1 portals	source biome tag: blackforest; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_brigames_snowflake.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	239	8	11.5x11.5x9.7	swamp	0.0	0	0	25	Bri Games	239 pieces, 8 prefabs, 11.5x11.5x9.7 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_cabin_bf_cozy_carrot.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3298	51	15.8x12.4x21.4	ashlands	0.0	0	7	32	Ivor The Smol	3298 pieces, 51 prefabs, 15.8x12.4x21.4 m, 7 stations, 2 beds, 0 portals	source biome tag: blackforest; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_chessboard.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	64	1	2.0x1.9x0.0	meadows	0.0	0	0	12	Panagist	64 pieces, 1 prefabs, 2.0x1.9x0.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_cornercouchdecorative_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	78	6	5.3x3.8x1.3	meadows	0.0	0	0	14	Bri Games	78 pieces, 6 prefabs, 5.3x3.8x1.3 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	48	7	4.0x6.0x5.0	meadows	0.0	0	0	14	Biome Blueprints	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_creative_black_forest_mansion.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	680	45	26.0x23.0x9.8	meadows	0.0	0	9	54	CrEaTiVe	680 pieces, 45 prefabs, 26.0x23.0x9.8 m, 9 stations, 1 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_crimsonchaostownhall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1058	37	24.4x26.9x11.5	meadows	0.0	0	0	60	Vinion Odin	1058 pieces, 37 prefabs, 24.4x26.9x11.5 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_dream_house_template.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1015	24	31.1x31.1x11.0	swamp	0.0	0	3	77	Blue Chew	1015 pieces, 24 prefabs, 31.1x31.1x11.0 m, 3 stations, 1 beds, 0 portals	source biome tag: blackforest; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_enchantedforeststumpcombo_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	65	7	8.7x11.1x11.3	mistlands	0.0	0	0	23	Bri Games	65 pieces, 7 prefabs, 8.7x11.1x11.3 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_great_hall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	132	7	8.0x12.0x6.0	meadows	0.0	0	0	23	Biome Blueprints	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	60	7	4.0x8.0x5.0	meadows	0.0	0	0	16	Biome Blueprints	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	28	7	4.0x4.0x3.0	meadows	0.0	0	0	12	Biome Blueprints	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_kin_01_woodhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	216	28	11.5x7.5x6.8	meadows	0.0	0	4	23	kinesthesia	216 pieces, 28 prefabs, 11.5x7.5x6.8 m, 4 stations, 1 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_kitchenbench_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	110	8	5.0x5.6x2.1	meadows	0.0	0	2	16	Bri Games	110 pieces, 8 prefabs, 5.0x5.6x2.1 m, 2 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_kitchensink_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	52	9	1.7x3.3x1.4	meadows	0.0	0	1	12	Bri Games	52 pieces, 9 prefabs, 1.7x3.3x1.4 m, 1 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_kitchenstorage2_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	93	7	2.2x2.0x2.6	blackforest	0.0	0	0	12	Bri Games	93 pieces, 7 prefabs, 2.2x2.0x2.6 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_kitchenstorage_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	123	8	2.2x2.1x2.5	blackforest	0.0	0	0	12	Bri Games	123 pieces, 8 prefabs, 2.2x2.1x2.5 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_longhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	108	7	4.0x16.0x5.0	meadows	0.0	0	0	20	Biome Blueprints	108 pieces, 7 prefabs, 4.0x16.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_lotusflower_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	92	6	8.8x8.9x8.7	meadows	0.0	0	0	21	Bri Games	92 pieces, 6 prefabs, 8.8x8.9x8.7 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_madzobuild_woodcouch1.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	10	3	0.7x1.3x1.1	meadows	0.0	0	0	12	Madzobuild	10 pieces, 3 prefabs, 0.7x1.3x1.1 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	96	7	8.0x8.0x6.0	meadows	0.0	0	0	21	Biome Blueprints	96 pieces, 7 prefabs, 8.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_mister_basestart_simple.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	270	39	16.3x15.0x6.0	meadows	0.0	0	12	34	Mister	270 pieces, 39 prefabs, 16.3x15.0x6.0 m, 12 stations, 1 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_mister_small_kitchen_startgame.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	263	47	10.0x11.4x6.0	meadows	0.0	0	3	23	Mister	263 pieces, 47 prefabs, 10.0x11.4x6.0 m, 3 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_modestypooh_portalhub.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	2026	20	39.2x39.2x9.6	mistlands	0.0	30	4	96	Modestypooh	2026 pieces, 20 prefabs, 39.2x39.2x9.6 m, 4 stations, 0 beds, 30 portals	source biome tag: blackforest; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_sheepshank_karve5manluge.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	module	PLACES_CLEAN	573	24	17.6x27.5x36.0	blackforest	0.0	3	3	46	Sheepshank	573 pieces, 24 prefabs, 17.6x27.5x36.0 m, 3 stations, 0 beds, 3 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_sheepshank_meadows_home.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1448	76	34.3x33.7x12.2	swamp	0.0	0	20	79	Sheepshank	1448 pieces, 76 prefabs, 34.3x33.7x12.2 m, 20 stations, 4 beds, 0 portals	source biome tag: blackforest; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_silly_pie_octagon_starter_base.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	972	49	27.4x51.8x11.0	meadows	0.0	0	12	92	Silly Pie	972 pieces, 49 prefabs, 27.4x51.8x11.0 m, 12 stations, 1 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_stilt_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	54	8	4.0x6.0x6.0	meadows	0.0	0	0	14	Biome Blueprints	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_stilt_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	68	8	4.0x8.0x6.0	meadows	0.0	0	0	16	Biome Blueprints	68 pieces, 8 prefabs, 4.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_stilt_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	32	8	4.0x4.0x4.0	meadows	0.0	0	0	12	Biome Blueprints	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_stone_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	64	9	4.0x6.0x6.5	blackforest	0.0	0	0	14	Biome Blueprints	64 pieces, 9 prefabs, 4.0x6.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_stone_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	80	9	4.0x8.0x6.5	blackforest	0.0	0	0	16	Biome Blueprints	80 pieces, 9 prefabs, 4.0x8.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_stone_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	152	9	8.0x10.0x7.5	blackforest	0.0	0	0	21	Biome Blueprints	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_tester_duo_black_forest_home.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	586	52	20.6x29.8x11.0	meadows	0.0	1	22	54	Tester	586 pieces, 52 prefabs, 20.6x29.8x11.0 m, 22 stations, 2 beds, 1 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_tester_meadows_log_cabin.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	207	20	8.0x16.8x8.2	meadows	0.0	1	11	28	Tester	207 pieces, 20 prefabs, 8.0x16.8x8.2 m, 11 stations, 2 beds, 1 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_villa.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	178	7	12.0x10.0x9.0	meadows	0.0	0	0	23	Biome Blueprints	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_wissman_hymir.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2670	100	72.6x57.5x28.9	ashlands	0.0	1	24	204	Wissman	2670 pieces, 100 prefabs, 72.6x57.5x28.9 m, 24 stations, 1 beds, 1 portals	source biome tag: blackforest; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_blackforest_xxx_starthome.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	466	50	22.0x14.2x7.0	meadows	0.0	0	11	38	Xxx	466 pieces, 50 prefabs, 22.0x14.2x7.0 m, 11 stations, 2 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_admin_veseljko_ancient_ruined_city_v3.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1139	9	95.0x92.2x8.1	blackforest	0.0	0	0	359	Admin Veseljko	1139 pieces, 9 prefabs, 95.0x92.2x8.1 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_admin_veseljko_drakepeak_ruins_v2.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1025	18	32.9x32.6x16.0	swamp	0.0	0	0	77	Admin Veseljko	1025 pieces, 18 prefabs, 32.9x32.6x16.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_aodi_the_hive_1_0.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	126	13	8.4x8.5x4.7	meadows	0.0	0	15	21	Aodi	126 pieces, 13 prefabs, 8.4x8.5x4.7 m, 15 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_arkitek_repair_shack.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	50	14	3.0x4.0x4.0	meadows	0.0	0	1	12	Arkitek	50 pieces, 14 prefabs, 3.0x4.0x4.0 m, 1 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_artio_pergola_crossroad.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	200	10	6.0x6.0x5.0	meadows	0.0	0	0	16	Artio	200 pieces, 10 prefabs, 6.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_boar_breeder.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	394	24	14.2x17.0x16.0	blackforest	0.0	0	0	34	Modestypooh	394 pieces, 24 prefabs, 14.2x17.0x16.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_busy_bee_beehive.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	70	5	3.2x10.0x9.2	meadows	0.0	0	6	18	Modestypooh	70 pieces, 5 prefabs, 3.2x10.0x9.2 m, 6 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	48	7	4.0x6.0x5.0	meadows	0.0	0	0	14	Biome Blueprints	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_customspiralstairs_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	84	3	3.9x4.5x5.0	meadows	0.0	0	0	14	Bri Games	84 pieces, 3 prefabs, 3.9x4.5x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_einherjar_ringfort.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	1482	12	107.7x107.8x5.2	blackforest	0.0	0	0	140	Einherjar	1482 pieces, 12 prefabs, 107.7x107.8x5.2 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_enchantedforeststump_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	27	5	5.2x5.7x2.1	meadows	0.0	0	0	16	Bri Games	27 pieces, 5 prefabs, 5.2x5.7x2.1 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_great_hall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	132	7	8.0x12.0x6.0	meadows	0.0	0	0	23	Biome Blueprints	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_hive_tower.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	75	3	4.5x5.2x4.7	meadows	0.0	0	7	16	Modestypooh	75 pieces, 3 prefabs, 4.5x5.2x4.7 m, 7 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_hobbit_repairhut.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	62	14	8.0x5.2x3.8	meadows	0.0	0	1	18	Modestypooh	62 pieces, 14 prefabs, 8.0x5.2x3.8 m, 1 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	60	7	4.0x8.0x5.0	meadows	0.0	0	0	16	Biome Blueprints	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	28	7	4.0x4.0x3.0	meadows	0.0	0	0	12	Biome Blueprints	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_kambucha_starter_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	715	32	28.2x22.1x12.0	meadows	0.0	0	5	56	Kambucha	715 pieces, 32 prefabs, 28.2x22.1x12.0 m, 5 stations, 1 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
