name	flat_pad_verdict	setting	intended_setting	floating_fraction	air_isolation_max_m	mean_air_m	max_air_m	relief_m	footprint_span_m	footprint_area_m2	pieces	stations	portals	beds	missing_pieces	verdict	category	kind	metadata	licence	origin
god-2.blueprint	grounds	land_flat	land	0.056	2.0	9.0	9.0	10.002	11.1	144.0	702	0	0	0	0	PLACES_CLEAN	outpost	module	curated	none stated	fleet corpus
PuP_house1.blueprint	grounds	land_flat	land	0.059	2.0	2.947	3.854	7.079	11.8	136.0	238	0	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
berserkers-keep.vbuild	grounds	land_flat	land	0.059	2.83	10.386	17.267	19.85	56.5	2360.0	10686	52	0	4	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
forge (copy 1).blueprint	grounds	land_flat	land	0.06	2.83	4.182	5.355	7.355	32.1	736.0	2968	18	0	0	0	PLACES_CLEAN	production	setpiece	curated	none stated	fleet corpus
forge.blueprint	grounds	land_flat	land	0.06	2.83	4.182	5.355	7.355	32.1	736.0	2968	18	0	0	0	PLACES_CLEAN	production	setpiece	curated	none stated	fleet corpus
s-ren-dockhouse.blueprint	grounds	land_flat	over_water	0.061	2.0	5.371	6.726	13.823	43.7	1116.0	1225	10	0	0	0	PLACES_CLEAN	dock	setpiece	curated	none stated	fleet corpus
hs_ashlands_neletit_portalhubtower.blueprint	grounds	land_flat	land	0.061	2.0	6.932	7.0	8.321	36.4	1044.0	5565	0	15	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_megaCastle.blueprint	grounds	land_flat	land	0.062	14.0	9.873	28.016	86.204	220.5	17244.0	25207	46	10	1	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
hs_blackforest_stilt_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	3.732	4.4	64.0	32	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_stilt_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	3.732	4.4	64.0	32	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_stilt_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	3.732	4.4	64.0	32	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_stilt_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	3.732	4.4	64.0	32	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_stilt_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	3.732	4.4	64.0	32	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_stilt_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	3.732	4.4	64.0	32	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	1.932	4.4	64.0	28	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	1.932	4.4	64.0	28	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	1.932	4.4	64.0	28	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	1.932	4.4	64.0	28	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	1.932	4.4	64.0	28	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_hut.blueprint	grounds	land_flat	land	0.062	2.0	1.635	1.635	1.932	4.4	64.0	28	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
loki_ruins1.blueprint	grounds	land_flat	land	0.062	2.0	4.98	19.952	24.589	40.0	1164.0	1693	0	0	0	3	PLACES_WITH_GAPS	flavour	setpiece	curated	none stated	Oosquai/SavheimIV
hs_mistlands_henkodrom.blueprint	grounds	land_flat	land	0.063	4.47	2.854	7.0	8.645	61.0	1720.0	1649	0	3	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_sheepshank_jorykstombfinal.blueprint	grounds	land_flat	land	0.064	2.0	2.471	3.496	16.298	44.3	1440.0	4286	0	1	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
deardly-casa-drly.blueprint	grounds	land_flat	land	0.065	2.0	4.842	7.803	10.8	34.0	864.0	1901	37	0	1	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
arty-dragontavern.blueprint	grounds	land_flat	land	0.07	2.0	3.15	6.732	8.0	53.7	1380.0	6852	0	0	0	7	PLACES_WITH_GAPS	flavour	setpiece	curated	none stated	fleet corpus
hs_ashlands_thrad_smithy.blueprint	grounds	land_flat	land	0.074	2.0	4.464	5.791	6.057	22.7	380.0	567	15	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_madzobuild_modernstarterhouse.blueprint	grounds	land_flat	land	0.077	2.0	5.769	5.857	8.028	20.1	364.0	612	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_halvar_epic_starting_house.blueprint	grounds	land_flat	land	0.079	2.0	4.068	9.787	19.787	56.7	960.0	1875	23	0	3	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_dumbel_small_work.blueprint	grounds	land_flat	land	0.08	2.0	2.136	2.667	4.667	19.7	300.0	312	22	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
PuP_house6.blueprint	grounds	land_flat	land	0.081	2.0	1.762	1.818	6.078	13.4	148.0	230	0	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
PuP_house13.blueprint	grounds	land_flat	land	0.083	2.0	3.005	3.122	7.219	15.0	192.0	379	0	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
hs_blackforest_stone_house.blueprint	grounds	land_flat	land	0.083	2.0	2.766	4.732	5.732	9.0	96.0	80	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_stone_house.blueprint	grounds	land_flat	land	0.083	2.0	2.766	4.732	5.732	9.0	96.0	80	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_stone_house.blueprint	grounds	land_flat	land	0.083	2.0	2.766	4.732	5.732	9.0	96.0	80	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_stone_house.blueprint	grounds	land_flat	land	0.083	2.0	2.766	4.732	5.732	9.0	96.0	80	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_stone_house.blueprint	grounds	land_flat	land	0.083	2.0	2.766	4.732	5.732	9.0	96.0	80	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_stone_house.blueprint	grounds	land_flat	land	0.083	2.0	2.766	4.732	5.732	9.0	96.0	80	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_balgruff_prefab_small_fort.blueprint	grounds	land_flat	land	0.084	2.83	5.0	5.0	7.213	86.7	2092.0	2179	32	1	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_freelift_abcabin2.blueprint	grounds	land_flat	land	0.086	4.0	3.98	6.952	7.952	23.1	560.0	786	5	0	3	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
fortress.blueprint	grounds	land_flat	land	0.088	2.83	9.81	24.79	24.991	77.5	2192.0	10626	25	0	4	0	PLACES_CLEAN	defence	setpiece	curated	none stated	fleet corpus
hs_ashlands_rapunzel_twr.blueprint	grounds	land_flat	land	0.089	2.0	41.292	44.635	48.019	25.2	492.0	2623	12	2	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_castle_blackmarble.blueprint	grounds	land_flat	land	0.09	4.0	8.949	22.8	24.797	79.2	2988.0	8036	8	0	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_admin_veseljko_smokehouse.blueprint	grounds	land_flat	land	0.091	2.0	2.622	4.04	5.682	21.7	440.0	491	22	0	6	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_arthur_hall_of_portals.blueprint	grounds	land_flat	land	0.092	2.0	5.703	9.951	10.952	41.7	1048.0	1932	3	15	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_forge1.blueprint	grounds	land_flat	land	0.092	2.83	5.023	5.603	10.968	24.9	348.0	343	10	0	0	0	PLACES_CLEAN	production	module	curated	none stated	fleet corpus
hs_ashlands_swampytreehouse.blueprint	grounds	land_flat	land	0.098	2.0	3.646	9.712	58.942	25.4	448.0	1792	22	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_stone_cottage.blueprint	grounds	land_flat	land	0.1	2.0	2.766	4.732	5.732	7.0	80.0	64	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_stone_cottage.blueprint	grounds	land_flat	land	0.1	2.0	2.766	4.732	5.732	7.0	80.0	64	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_stone_cottage.blueprint	grounds	land_flat	land	0.1	2.0	2.766	4.732	5.732	7.0	80.0	64	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_mountain_stone_cottage.blueprint	grounds	land_flat	land	0.1	2.0	2.766	4.732	5.732	7.0	80.0	64	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_stone_cottage.blueprint	grounds	land_flat	land	0.1	2.0	2.766	4.732	5.732	7.0	80.0	64	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_stone_cottage.blueprint	grounds	land_flat	land	0.1	2.0	2.766	4.732	5.732	7.0	80.0	64	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_crimsonchaostownhall.blueprint	grounds	land_flat	land	0.1	2.0	2.979	6.69	7.861	28.4	560.0	1058	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_enchantedforeststump_brigames.blueprint	grounds	low_plinth	land	0.273	2.0	0.681	0.795	0.795	6.2	44.0	27	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_startinghouse_plainsmodel.blueprint	grounds	low_plinth	land	0.316	4.0	0.603	0.738	2.104	26.3	608.0	868	30	0	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hiccup-simplewoodbeambridge.blueprint	grounds	low_plinth	over_water	0.433	4.0	0.62	0.769	7.226	39.9	416.0	196	1	0	0	0	PLACES_CLEAN	bridge	module	curated	none stated	fleet corpus
hs_ashlands_henhousevanilla_brigames.blueprint	grounds	low_plinth	land	0.692	4.47	0.573	0.573	0.573	7.1	52.0	62	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_kitchenbench_brigames.blueprint	grounds	low_plinth	land	0.867	7.21	0.667	0.77	0.77	7.9	60.0	110	2	0	0	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_kambucha_starter_house.blueprint	grounds_on_posts	supported_air	land	0.109	2.83	3.214	5.635	7.732	29.9	588.0	715	5	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_babe_cozinha_completa.blueprint	grounds_on_posts	supported_air	land	0.11	2.0	3.387	4.952	6.952	18.2	292.0	456	14	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_shipyard2.blueprint	grounds_on_posts	supported_air	land	0.111	5.66	1.871	2.766	6.227	42.9	940.0	510	20	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_lavaforge.blueprint	grounds_on_posts	supported_air	land	0.115	4.0	7.657	12.793	14.88	58.0	1080.0	4398	26	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_modestypooh_igloo.blueprint	grounds_on_posts	supported_air	land	0.118	2.0	2.104	2.479	2.479	11.5	136.0	151	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_constructor_casa_principal.blueprint	grounds_on_posts	supported_air	land	0.119	4.0	11.152	24.451	65.265	23.3	436.0	2825	38	2	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_pvp_arena.blueprint	grounds_on_posts	supported_air	land	0.119	6.0	4.178	6.903	9.0	57.9	2052.0	3115	4	5	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_sheepshank_the_bone_stonage.blueprint	grounds_on_posts	supported_air	land	0.12	2.0	7.205	7.217	8.8	19.0	368.0	1365	0	2	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_boggyexp_lavitating_portalhub.blueprint	grounds_on_posts	supported_air	land	0.122	4.0	2.317	3.856	11.998	39.8	1176.0	3564	0	7	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_dad_tavern.blueprint	grounds_on_posts	supported_air	land	0.123	2.83	8.904	14.569	16.319	46.4	1400.0	3641	3	1	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_cts_wolfrunlodge.blueprint	grounds_on_posts	supported_air	land	0.123	4.47	6.135	12.603	62.298	40.0	1332.0	4926	19	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_lady_silvergrey_midnighttavern.blueprint	grounds_on_posts	supported_air	land	0.125	4.0	8.244	10.951	57.114	53.6	1348.0	6797	36	0	4	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
Portal14.vbuild	grounds_on_posts	supported_air	land	0.125	2.0	2.0	2.0	2.97	7.1	64.0	161	0	0	0	0	PLACES_CLEAN	portal	module	curated	none stated	fleet corpus
instairtower_rebuilt.blueprint	grounds_on_posts	supported_air	land	0.128	2.0	2.36	3.8	4.873	13.0	156.0	255	0	0	1	0	PLACES_CLEAN	outpost	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_blackforest_mister_small_kitchen_startgame.blueprint	grounds_on_posts	supported_air	land	0.128	2.0	2.708	2.855	52.174	12.6	156.0	263	3	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_mansion_vanilla.blueprint	grounds_on_posts	supported_air	land	0.128	2.0	5.124	5.952	8.152	57.8	1624.0	6556	3	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_builder_portalhouse.blueprint	grounds_on_posts	supported_air	land	0.13	2.0	2.538	3.066	7.163	15.5	276.0	203	0	14	0	0	PLACES_CLEAN	portal	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_sheepshank_badgerforgefinal.blueprint	grounds_on_posts	supported_air	land	0.131	2.83	5.363	7.916	10.787	37.2	944.0	2247	25	4	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
foresthold_ruins.blueprint	grounds_on_posts	supported_air	land	0.133	2.83	3.846	4.0	9.0	17.2	240.0	285	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_ashlands_bullseyestall.blueprint	grounds_on_posts	supported_air	land	0.133	2.0	2.781	2.972	3.269	6.4	60.0	115	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
god-3.blueprint	grounds_on_posts	supported_air	land	0.133	2.0	13.903	13.903	15.073	18.5	332.0	1518	0	0	4	0	PLACES_CLEAN	outpost	module	curated	none stated	fleet corpus
hs_plains_vrolok_stone_refuge_2.blueprint	grounds_on_posts	supported_air	land	0.133	2.0	2.0	2.0	3.23	10.2	120.0	89	6	1	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_lacko_paintedversion1.blueprint	grounds_on_posts	supported_air	land	0.138	4.47	1.853	3.74	6.509	23.6	260.0	1203	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
pillartower.blueprint	grounds_on_posts	supported_air	land	0.14	2.0	4.6	5.0	6.0	14.2	172.0	199	0	0	0	0	PLACES_CLEAN	outpost	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_ashlands_sweettoothstall.blueprint	grounds_on_posts	supported_air	land	0.143	2.0	3.137	3.137	52.146	7.1	56.0	232	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_ugm_portalhub.blueprint	grounds_on_posts	supported_air	land	0.144	2.83	6.233	10.685	12.025	47.2	1888.0	4319	0	32	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_henkolymp.blueprint	grounds_on_posts	supported_air	land	0.145	4.47	5.925	12.298	14.55	95.4	4520.0	3285	0	15	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
salty-dick-cottage-final.blueprint	grounds_on_posts	supported_air	land	0.149	2.83	4.269	9.69	11.377	26.9	484.0	877	6	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
hs_ashlands_ragnar_henry_s_forge.blueprint	grounds_on_posts	supported_air	land	0.155	6.0	4.691	15.239	17.162	79.4	2556.0	3412	44	1	3	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_creative_black_forest_mansion.blueprint	grounds_on_posts	supported_air	land	0.155	2.0	3.008	3.903	4.5	26.5	620.0	680	9	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
ruins_0_3.blueprint	grounds_on_posts	supported_air	land	0.156	2.83	0.706	1.424	3.271	14.6	180.0	140	0	0	0	0	PLACES_CLEAN	flavour	module	curated	none stated	Oosquai/SavheimIV
hs_ashlands_thrad_forge.blueprint	grounds_on_posts	supported_air	land	0.174	4.0	4.79	6.884	8.136	21.8	368.0	807	15	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_gorthein_dupont_house.blueprint	grounds_on_posts	supported_air	land	0.175	6.0	2.559	11.951	14.493	64.3	1940.0	2250	33	0	3	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_sheepshank_wolfgdgdbreederfinal.blueprint	grounds_on_posts	supported_air	land	0.175	4.0	6.207	10.8	17.8	30.3	824.0	1557	11	1	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_church_of_restless.blueprint	grounds_on_posts	supported_air	land	0.186	2.83	4.918	11.0	12.2	37.2	668.0	2213	0	1	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_house.blueprint	grounds_on_posts	supported_air	land	0.191	4.0	5.937	11.69	13.316	39.7	860.0	2966	10	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_giantsnowflakeonly.blueprint	grounds_on_posts	supported_air	land	0.194	2.0	49.784	49.823	49.823	17.5	288.0	230	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
instairtower.blueprint	grounds_on_posts	supported_air	land	0.194	2.0	2.0	2.0	3.142	10.4	144.0	243	0	0	0	0	PLACES_CLEAN	outpost	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_plains_abzul_common_hall.blueprint	grounds_on_posts	supported_air	land	0.195	2.83	4.305	17.953	20.221	34.6	740.0	2291	1	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_black_house_light.blueprint	grounds_on_posts	supported_air	land	0.2	4.0	4.192	10.131	12.131	31.9	880.0	5398	40	0	0	0	PLACES_CLEAN	base	setpiece	curated	none stated	fleet corpus
hs_ashlands_badmin_archer.blueprint	grounds_on_posts	supported_air	land	0.2	2.83	4.748	6.838	14.563	15.7	100.0	1184	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
loki_ruins2.blueprint	grounds_on_posts	supported_air	land	0.202	5.66	2.729	12.874	57.43	47.1	1328.0	1994	0	0	0	7	PLACES_WITH_GAPS	flavour	setpiece	curated	none stated	Oosquai/SavheimIV
foresthold_remnant.blueprint	grounds_on_posts	supported_air	land	0.205	2.83	2.7	3.478	4.478	18.8	176.0	86	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_ashlands_sheepshank_notsotinyhome.blueprint	grounds_on_posts	supported_air	land	0.208	4.0	1.196	3.0	10.0	25.1	672.0	2289	35	1	5	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
god-test.blueprint	grounds_on_posts	supported_air	land	0.211	4.0	10.942	16.703	18.6	29.7	700.0	3356	0	0	0	0	PLACES_CLEAN	defence	setpiece	curated	none stated	fleet corpus
hs_plains_builder_tavern_001.blueprint	grounds_on_posts	supported_air	land	0.215	4.0	1.806	2.0	48.338	25.6	520.0	660	11	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_house11.blueprint	grounds_on_posts	supported_air	land	0.216	2.0	2.731	2.795	7.892	14.5	204.0	266	2	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
hs_ashlands_crookedhouse_brigamesau.blueprint	grounds_on_posts	supported_air	land	0.219	4.47	3.867	13.629	59.021	39.3	748.0	3023	52	2	7	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_house5.blueprint	grounds_on_posts	supported_air	land	0.231	5.66	1.608	1.624	3.721	13.1	156.0	291	3	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
hs_ashlands_wissman_yngolkeep.blueprint	grounds_on_posts	supported_air	land	0.234	6.0	1.233	5.806	54.85	52.1	1640.0	4388	25	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_sheepshank_stoneportalhub.blueprint	grounds_on_posts	supported_air	land	0.239	5.66	6.529	8.232	9.232	64.0	2656.0	6747	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_thrad_two_towers.blueprint	grounds_on_posts	supported_air	land	0.24	6.0	11.986	15.796	18.334	34.4	616.0	1902	5	1	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_blackmarble_fortress_med.blueprint	grounds_on_posts	supported_air	land	0.241	4.0	7.452	11.974	12.932	41.1	1796.0	1838	9	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_adelaide.blueprint	grounds_on_posts	supported_air	land	0.241	2.83	1.733	2.355	3.525	9.5	116.0	184	10	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_the_flint_flat.blueprint	grounds_on_posts	supported_air	land	0.242	2.83	3.362	3.737	5.717	10.9	132.0	176	6	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_silly_pie_octagon_starter_base.blueprint	grounds_on_posts	supported_air	land	0.244	2.83	2.731	2.952	4.122	53.1	656.0	972	12	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_black_bv_build2.blueprint	grounds_on_posts	supported_air	land	0.247	4.0	1.834	1.899	3.069	20.4	324.0	217	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_silent_citizen_storage_compact.blueprint	grounds_on_posts	supported_air	land	0.248	2.83	4.965	7.8	9.8	21.6	404.0	893	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
PuP_house7.blueprint	grounds_on_posts	supported_air	land	0.25	2.83	2.147	4.012	4.985	12.4	112.0	152	2	0	0	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
smallstarthome.blueprint	grounds_on_posts	supported_air	land	0.258	2.83	3.12	7.185	9.445	24.8	496.0	1013	20	0	1	0	PLACES_CLEAN	base	module	curated	none stated	fleet corpus
hs_blackforest_abzulute_caba_a_demons.blueprint	grounds_on_posts	supported_air	land	0.258	6.0	2.309	7.931	10.75	63.3	1796.0	1609	29	4	6	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
ruins_0_1_and_0_2_and_0_3.blueprint	grounds_on_posts	supported_air	land	0.265	5.66	2.969	8.173	10.02	28.3	468.0	360	0	0	0	1	PLACES_WITH_GAPS	flavour	module	curated	none stated	Oosquai/SavheimIV
hs_ashlands_eventyr.blueprint	grounds_on_posts	supported_air	land	0.265	5.66	1.767	18.008	21.025	49.4	1132.0	2695	0	2	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_admin_veseljko_cooking_hut.blueprint	grounds_on_posts	supported_air	land	0.271	2.83	2.407	5.726	54.745	23.6	560.0	505	18	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_sheepshank_basichouse.blueprint	grounds_on_posts	supported_air	land	0.275	4.0	3.819	8.596	9.962	41.2	844.0	2528	24	0	6	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
god-portaaoo.blueprint	grounds_on_posts	supported_air	land	0.284	2.83	17.805	17.895	18.896	37.0	592.0	2191	0	0	0	0	PLACES_CLEAN	defence	setpiece	curated	none stated	fleet corpus
